City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
687,Whitianga,NZ,-36.8333,175.7,66.31,56,92,6.42,overcast clouds
688,Mongo,TD,12.1844,18.693,89.85,32,91,3.6,overcast clouds
689,Shellbrook,CA,53.2168,-106.4011,38.43,71,89,17.58,overcast clouds
690,Xinyu,CN,27.8043,114.9334,71.78,86,100,5.82,overcast clouds
691,Chiang Klang,TH,19.2938,100.8617,89.02,51,7,2.15,clear sky
692,Ambulu,ID,-8.345,113.6058,80.31,76,100,3.22,overcast clouds
693,Necochea,AR,-38.5473,-58.7368,63.41,99,100,10.92,moderate rain
694,Itaituba,BR,-4.2761,-55.9836,75.4,91,100,1.97,overcast clouds
695,Acton,GB,51.509,-0.2762,46.13,83,20,5.75,few clouds
696,Ust-Kut,RU,56.7938,105.7672,36.07,92,100,13.29,light rain
697,Loreto,MX,22.2667,-101.9667,63.7,59,100,21.0,overcast clouds
698,Ishigaki,JP,24.3448,124.1572,84.33,84,40,16.11,scattered clouds
699,Buala,SB,-8.145,159.5921,85.48,66,100,3.96,light rain
700,Christchurch,NZ,-43.5333,172.6333,62.42,69,75,5.75,broken clouds
701,Sanming,CN,26.2486,117.6186,80.35,82,56,0.65,moderate rain
702,Sungaipenuh,ID,-2.0833,101.3833,70.68,78,98,1.28,overcast clouds
703,Inta,RU,66.0317,60.1659,37.36,95,100,19.48,overcast clouds
704,Cockburn Town,TC,21.4612,-71.1419,76.68,69,0,18.16,clear sky
705,Haimen,CN,23.1935,116.6142,84.09,67,1,6.69,clear sky
