City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
192,Pontian Kecil,MY,81.43,broken clouds,1.4801,103.3899,SUNFLOWER EXPRESS HOTEL
193,Lima,PE,69.91,overcast clouds,-12.0432,-77.0282,Hotel Kamana
194,Bossangoa,CF,70.48,light rain,6.4926,17.4552,LA PERLE DE BOSTON
195,Guerrero Negro,MX,66.85,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
196,Bandarbeyla,SO,80.82,broken clouds,9.4942,50.8122,JABIR HOTEL
200,Mana,GF,78.26,overcast clouds,5.6592,-53.7767,LE SAMANA
201,Hualmay,PE,67.69,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
203,Chuy,UY,69.03,overcast clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
204,Gainesville,US,76.95,scattered clouds,29.6516,-82.3248,Wyndham Garden Gainesville
206,Monrovia,LR,80.31,light rain,6.3005,-10.7969,Sunset Inn
207,Bathsheba,BB,78.17,overcast clouds,13.2167,-59.5167,Atlantis Hotel
208,Meadow Lake,US,73.29,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
212,Gao,ML,80.01,clear sky,16.6362,1.637,
215,Manjacaze,MZ,65.41,clear sky,-24.7117,33.8828,Hotel Gani
217,Vao,NC,75.06,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
218,Quatre Cocos,MU,73.51,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
219,Geraldton,AU,66.61,light rain,-28.7667,114.6,Broadwater Mariner Resort
220,San Policarpo,PH,81.5,moderate rain,12.1791,125.5072,Agapita M. Nicart
221,Myitkyina,MM,81.16,clear sky,25.3833,97.4,Shwe Phyu Hotel
228,Bengkulu,ID,79.97,scattered clouds,-3.8004,102.2655,Grage Hotel Bengkulu
231,Itarema,BR,76.33,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
235,Pacific Grove,US,67.55,few clouds,36.6177,-121.9166,Lovers Point Inn
236,Tura,IN,75.94,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
239,Iquitos,PE,76.69,overcast clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
241,Kaeo,NZ,66.33,clear sky,-35.1,173.7833,Bushido Lodge
245,Tabou,CI,79.11,light rain,4.423,-7.3528,hotêl doufoulougou
246,Gamba,GA,77.56,light rain,-2.65,10.0,
247,Banda Aceh,ID,81.21,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
248,Bria,CF,70.52,overcast clouds,6.5423,21.9863,WFP Guesthouse
250,Aswan,EG,79.38,broken clouds,24.0934,32.907,Nuba Nile
251,Natal,BR,77.65,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
256,Mitsamiouli,KM,80.35,overcast clouds,-11.3847,43.2844,Foyer ADM
258,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
259,Sao Paulo De Olivenca,BR,73.81,very heavy rain,-3.3783,-68.8725,
263,Kalmunai,LK,80.29,overcast clouds,7.4167,81.8167,VS Villa
264,Half Moon Bay,US,66.18,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
265,Sao Joao Da Barra,BR,75.49,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
268,Sao Sepe,BR,68.72,broken clouds,-30.1606,-53.5653,Trevo Parque Hotel
269,Kokopo,PG,84.94,few clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
272,Mahuva,IN,82.67,clear sky,21.0914,71.7622,Hotel Blue Diamond.
273,Sotouboua,TG,78.06,overcast clouds,8.5667,0.9833,Auberge Médina
274,Puro,PH,82.78,overcast clouds,12.4841,123.3827,
281,Bintulu,MY,75.51,overcast clouds,3.1667,113.0333,900 Boutique INN
282,Taoudenni,ML,75.9,clear sky,22.6783,-3.9836,
283,Ugoofaaru,MV,84.7,overcast clouds,5.6667,73.0,Ungoofaaru Inn
284,Nyimba,ZM,65.16,scattered clouds,-14.5566,30.8149,Dali Dali Lodge
285,Sibolga,ID,81.27,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
287,Paraibano,BR,72.18,clear sky,-6.4331,-43.9836,Casa Pedrosa
288,Bambous Virieux,MU,73.65,light rain,-20.3428,57.7575,Casa Tia Villa
289,Padang,ID,80.65,scattered clouds,-0.9492,100.3543,Mercure Padang
290,Ikom,NG,77.22,overcast clouds,5.9667,8.7063,Reho Farm & Resort
292,Tadine,NC,76.32,overcast clouds,-21.55,167.8833,
293,Ambilobe,MG,69.85,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
303,La Primavera,CO,79.66,overcast clouds,5.4906,-70.4092,La Riviera Hotel Colonial
310,Panalingaan,PH,80.46,overcast clouds,8.7842,117.4231,I Love Panalingaan View Deck
311,Kudahuvadhoo,MV,83.46,scattered clouds,2.6708,72.8944,Niyama Private Islands Maldives
316,Sao Gabriel Da Cachoeira,BR,72.37,light rain,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
317,Kahului,US,84.22,few clouds,20.8947,-156.47,Maui Seaside Hotel
318,Eyl,SO,80.15,overcast clouds,7.9803,49.8164,Amiin Hotel
320,Adelaide,AU,70.16,broken clouds,-34.9333,138.6,The Chancellor on Currie
324,Grand-Santi,GF,73.76,moderate rain,4.25,-54.3833,Hotel La Villa Couacou
325,Riberalta,BO,79.95,broken clouds,-10.9833,-66.1,Hotel Colonial
326,Beloha,MG,72.27,overcast clouds,-25.1667,45.05,
328,Emerald,AU,75.34,clear sky,-23.5333,148.1667,The Irish Village
329,Vila Franca Do Campo,PT,65.19,few clouds,37.7167,-25.4333,Pestana Bahia Praia
331,Sakakah,SA,71.06,scattered clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
332,Namatanai,PG,84.85,light rain,-3.6667,152.4333,Seagulls Inn Namatani
335,Evans,US,73.6,broken clouds,33.5337,-82.1307,Evans hide out
336,Pemangkat,ID,81.54,overcast clouds,1.1667,108.9667,Ramah Kost KITA
337,Saint-Joseph,RE,71.98,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
340,Salalah,OM,77.85,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
342,Jaru,BR,74.37,scattered clouds,-10.4389,-62.4664,Hotel Paraná
343,Guerrero,MX,75.0,few clouds,17.6667,-100.0,Villaxochilt
344,Tondano,ID,71.69,moderate rain,1.3038,124.9112,Villa Bella
345,Dakar,SN,67.08,overcast clouds,14.6937,-17.4441,Novotel Dakar
347,Fort Abbas,PK,84.61,clear sky,29.1925,72.8536,AsAd's House
349,Jalalabad,AF,76.46,few clouds,34.4265,70.4515,انصاف چهاردهي هوټل
353,Lafiagi,NG,81.57,overcast clouds,8.8667,5.4167,Bus group international
354,Tahta,EG,78.57,clear sky,26.7693,31.5021,فندق الزيات
355,Rocha,UY,70.21,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
356,Puerto Ayacucho,VE,75.42,light rain,5.6639,-67.6236,Posada Turistica Manapiare
357,Quzhou,CN,71.87,broken clouds,28.9594,118.8686,Quzhou Jiujiu Business Hotel
361,Marzuq,YE,74.28,overcast clouds,14.4,46.4667,
363,Mahanoro,MG,71.64,few clouds,-19.9,48.8,BUNGALOW MAHAMANINA
365,Pecos,US,70.63,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos
367,Utete,TZ,69.37,overcast clouds,-7.986,38.758,River View Lodge
368,San Cristobal,VE,73.58,overcast clouds,7.7669,-72.225,Pirineos
370,Lorengau,PG,83.43,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
371,Port Hedland,AU,82.45,light rain,-20.3167,118.5667,The Esplanade Hotel
372,Freetown,SL,78.51,overcast clouds,8.484,-13.2299,The Country Lodge Hotel
373,Netrakona,BD,79.54,scattered clouds,24.8833,90.7167,Rakib chatrabas
376,San Patricio,US,75.29,scattered clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
383,Galveston,US,76.17,overcast clouds,29.3669,-94.9669,Crystal Suites
384,Kourou,GF,82.11,overcast clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
385,Gat,IL,72.39,broken clouds,31.61,34.7642,OlusHome
386,Airai,TL,70.84,overcast clouds,-8.9266,125.4092,
388,Beira,MZ,71.53,light rain,-19.8436,34.8389,Beira Terrace Hotel
390,Cururupu,BR,74.12,moderate rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
391,Mustafabad,PK,81.75,clear sky,30.8922,73.4989,Khawaja Shop
393,Port Pirie,AU,68.09,scattered clouds,-33.1833,138.0167,John Pirie Motor Inn
395,Sangin,AF,75.79,clear sky,32.0728,64.8359,
397,Sinyavskoye,RU,65.75,overcast clouds,47.277,39.2789,
398,Innisfail,AU,79.36,broken clouds,-17.5333,146.0333,Moondarra Motel
399,Micheweni,TZ,78.82,moderate rain,-4.9667,39.8333,
400,Champerico,GT,84.78,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
402,Acapulco,MX,80.42,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
405,Kharan,PK,78.89,clear sky,28.5833,65.4167,Dil Aram Bangla
407,Kralendijk,BQ,80.58,few clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
408,Cayenne,GF,82.09,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
409,Waiuku,NZ,69.85,overcast clouds,-37.25,174.75,Waiuku Lodge Motel
415,Moron,AR,75.09,broken clouds,-34.6534,-58.6198,Hotel Morón
416,Benguela,AO,74.82,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
418,Tautira,PF,81.3,clear sky,-17.7333,-149.15,Pension Oaoa
421,Tianpeng,CN,75.67,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
422,Carnarvon,AU,73.47,scattered clouds,-24.8667,113.6333,Hospitality Carnarvon
427,Manali,IN,83.07,clear sky,13.1667,80.2667,Sarathy Lodge
429,Raga,SS,75.9,broken clouds,8.4596,25.678,
431,Ewa Beach,US,84.15,broken clouds,21.3156,-158.0072,Base Lodging
432,Wahiawa,US,80.92,clear sky,21.5028,-158.0236,The Inn At Schofield
435,Tarauaca,BR,73.67,overcast clouds,-8.1614,-70.7656,Flat Temporada
437,Medeiros Neto,BR,70.02,clear sky,-17.3739,-40.2206,Pousada & Restaurante Visgueira
440,Pimentel,PE,66.45,scattered clouds,-6.8367,-79.9342,Hotel Puerto del Sol
441,Cabedelo,BR,77.67,clear sky,-6.9811,-34.8339,Hotel Pigalle
442,Bull Savanna,JM,73.99,broken clouds,17.8868,-77.5902,Big Red's
443,Manta,EC,76.78,broken clouds,-0.95,-80.7333,Balandra Hotel
450,Santa Luzia,BR,72.5,clear sky,-19.7697,-43.8514,Pousada Chao Earth
451,Linhares,BR,70.66,clear sky,-19.3911,-40.0722,Hotel Conceição
453,Omboue,GA,78.13,light rain,-1.5746,9.2618,Hotel Olako
456,Port Moresby,PG,84.36,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
457,Jiaojiang,CN,69.01,overcast clouds,28.6803,121.4428,Fangyuan Hotel
458,Eldorado,BR,74.07,clear sky,-23.7869,-54.2836,Villa Verde Hotel
460,Matara,LK,78.67,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
461,Cordoba,AR,77.23,few clouds,-31.4135,-64.1811,Hotel Sussex
462,Umm Lajj,SA,79.41,overcast clouds,25.0213,37.2685,Moon light Furnished Units
463,Harper,LR,79.2,light rain,4.375,-7.7169,Screensaver
464,Meulaboh,ID,77.32,overcast clouds,4.1363,96.1285,Kost Pria
467,San Vicente,AR,74.62,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
468,Sabha,LY,79.07,overcast clouds,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
470,Cao Bang,VN,78.3,overcast clouds,22.6667,106.25,khách sạn 88
474,Alice Springs,AU,78.35,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
478,Mount Isa,AU,78.57,few clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
482,Nara,JP,72.91,moderate rain,34.6851,135.8049,Guesthouse Nara Komachi
485,Pokhara,NP,75.9,clear sky,28.2333,83.9833,OYO 170 Hotel View Point
486,Bima,ID,82.36,overcast clouds,-8.4667,118.7167,Lambitu Hotel
488,Dunkwa,GH,75.27,overcast clouds,5.9656,-1.78,Tim Freeman Gold City Hotel
496,Nouakchott,MR,69.73,clear sky,18.0858,-15.9785,HOTEL IMAN
501,Celestun,MX,79.61,scattered clouds,20.8667,-90.4,Posada Lilia
502,Seoul,KR,65.59,clear sky,37.5683,126.9778,롯데호텔 서울
503,Hervey Bay,AU,79.02,scattered clouds,-25.2986,152.8535,Shelly Bay Resort
505,Sola,VU,80.98,overcast clouds,-13.8833,167.55,Leumerus Bungalows
506,Maceio,BR,72.84,few clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
508,Gondanglegi,ID,80.01,overcast clouds,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
510,Pitimbu,BR,77.59,clear sky,-7.4706,-34.8086,Reserva do Abiaí
512,Kaka,TM,67.91,overcast clouds,37.3482,59.6143,
513,Awash,ET,72.52,broken clouds,8.9833,40.1667,Kediga hotel
515,Saint-Pierre,RE,73.08,clear sky,-21.3393,55.4781,Lindsey Hôtel
525,Oistins,BB,77.09,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
526,Morondava,MG,76.93,light rain,-20.2833,44.2833,La Case Bambou
527,Latung,PH,81.64,overcast clouds,5.5,120.8833,
528,Bonthe,SL,80.13,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
530,Kulhudhuffushi,MV,84.36,broken clouds,6.6221,73.07,Haajy Guest House 1
531,Hojai,IN,77.97,clear sky,26.0,92.8667,Luxury park hotel
533,Arlit,NE,79.7,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
534,Yenagoa,NG,77.74,light rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
535,Mareeba,AU,82.67,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
536,Road Town,VG,77.09,broken clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
537,Diphu,IN,78.64,clear sky,25.8333,93.4333,Hotel Kamakhya
539,Marsh Harbour,BS,74.59,clear sky,26.5412,-77.0636,Abaco Beach Resort
540,Sambava,MG,71.47,broken clouds,-14.2667,50.1667,Melrose
545,Wukari,NG,80.8,overcast clouds,7.85,9.7833,Elimtop
546,Piacabucu,BR,77.34,clear sky,-10.4056,-36.4344,Piaçabuçu News
548,Biak,ID,77.65,light rain,-0.9131,122.8766,Penginapan Kim
549,Wilmington Island,US,71.69,few clouds,32.0036,-80.9737,Breezeway Studio Manor LLC
552,Vila Velha,BR,74.95,few clouds,-20.3297,-40.2925,Hotel Vitória Palace
553,Grajau,BR,72.5,broken clouds,-5.8194,-46.1386,Hotel Confiança
555,La Asuncion,VE,77.22,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
556,Hajipur,IN,82.38,haze,25.6833,85.2167,Sunderwati Niketan
557,Manavalakurichi,IN,80.87,broken clouds,8.1333,77.3,Jebinrio home
559,Nalut,LY,66.83,clear sky,30.3333,10.85,
575,San Juan,AR,75.06,clear sky,-31.5375,-68.5364,Hotel Provincial
576,Barra Patuca,HN,77.74,overcast clouds,15.8,-84.2833,
577,Yarada,IN,82.72,mist,17.65,83.2667,Yarada Jungle Beach Resorts
579,Poum,NC,78.98,overcast clouds,-20.2333,164.0167,
583,Boyolangu,ID,80.22,overcast clouds,-8.1181,111.8935,Yos ega cv
584,Ambanja,MG,74.17,scattered clouds,-13.6833,48.45,Hotel Salama and Fast Food
589,Labuhan,ID,81.7,overcast clouds,-6.8844,112.2051,DoubleFAG
590,Yulara,AU,76.84,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
592,Douentza,ML,82.31,clear sky,14.9951,-2.9517,Ogomono Doumbo
596,Bayshore Gardens,US,78.22,clear sky,27.4253,-82.5904,Ramada by Wyndham Sarasota Waterfront
597,Port Macquarie,AU,72.9,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
598,Hirara,JP,79.41,few clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
600,Khandbari,NP,72.61,clear sky,27.3747,87.2039,Sainik Hotel And Lodge
601,Miri,MY,80.47,moderate rain,4.4148,114.0089,"Mega Hotel, Miri"
602,Hambantota,LK,81.07,broken clouds,6.1241,81.1185,Bungalow 63
603,Hope,US,66.25,clear sky,33.6671,-93.5916,Best Western Hope
604,Acari,PE,72.25,overcast clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
609,Wajir,KE,76.73,light rain,1.7471,40.0573,Al-bustan Hotel And Restaurant.
611,Jibuti,DJ,75.76,scattered clouds,11.5,42.5,Orchid Main Camp Goubet
614,Ouadda,CF,71.76,overcast clouds,8.0777,22.4007,
615,Sao Goncalo Do Amarante,BR,81.12,overcast clouds,-3.6072,-38.9683,Sunshine Inn
617,Ternate,ID,83.82,scattered clouds,0.8,127.4,Sahid Bela Ternate Hotel
618,Nagina,IN,79.05,clear sky,29.45,78.45,Mr.Atin Kumar
622,Byron Bay,AU,75.94,scattered clouds,-28.65,153.6167,Backpackers Inn
624,Kanbe,MM,84.25,scattered clouds,16.7053,96.0017,CBT Mingalar Bar Bio Garden
626,Ibra,OM,77.61,overcast clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
627,Sinnamary,GF,78.4,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
632,Awjilah,LY,76.19,broken clouds,29.1081,21.2869,المنزل
633,Isangel,VU,79.52,overcast clouds,-19.55,169.2667,Tanna Lodge
635,Namibe,AO,71.08,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
636,Augusto Correa,BR,74.88,overcast clouds,-1.0217,-46.635,Fazenda Bacuri
639,Olinda,BR,82.13,overcast clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
642,Tigre,AR,75.34,overcast clouds,-34.426,-58.5796,Puerto Delta Apartamentos
645,Atar,MR,72.0,clear sky,20.5169,-13.0499,Oumou Elghoura
646,Noumea,NC,80.58,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
647,Talara,PE,66.7,broken clouds,-4.5772,-81.2719,Hostal Oro Negro
648,Bonito,BR,79.23,overcast clouds,-21.1211,-56.4819,Marruá Hotel
650,Pacifica,US,65.84,haze,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
651,Atambua,ID,80.56,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
653,Naze,JP,68.92,light rain,28.3667,129.4833,Shishime Hotel
654,Belmonte,BR,76.08,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
657,Caravelas,BR,75.02,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
658,Guatire,VE,79.7,overcast clouds,10.4762,-66.5427,Parque Residencial Canaima I
659,Abu Dhabi,AE,80.96,clear sky,24.4667,54.3667,Beach Rotana
660,Altamira,BR,73.22,moderate rain,-3.2033,-52.2064,Requinte Hotel
661,Marawi,PH,78.12,overcast clouds,7.9986,124.2928,Derogongan Residence
663,Sawakin,SD,82.78,overcast clouds,19.1059,37.3321,فندق الدويم
665,Moerai,PF,80.22,broken clouds,-22.4333,-151.3333,Le Manotel
667,Dafeng,CN,80.71,few clouds,23.4517,108.5881,Shenglong Hotel
669,Binay,PH,84.04,overcast clouds,13.5028,122.5975,Wild Boar Accomdation
670,Gambiran,ID,80.82,overcast clouds,-6.7988,111.4951,GUBUK KU
673,Axim,GH,79.27,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
680,Gizo,SB,84.92,light rain,-8.103,156.8419,Imagination Island
682,Basco,PH,82.89,few clouds,20.4487,121.9702,Nathaniel's Lodge
686,Dangriga,BZ,78.24,scattered clouds,16.9692,-88.2321,Chaleanor Hotel
687,Whitianga,NZ,66.31,overcast clouds,-36.8333,175.7,Beachside Resort Whitianga
690,Xinyu,CN,71.78,overcast clouds,27.8043,114.9334,Xinyu Beihu Hotel
692,Ambulu,ID,80.31,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
694,Itaituba,BR,75.4,overcast clouds,-4.2761,-55.9836,Hotel Campos
698,Ishigaki,JP,84.33,scattered clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
701,Sanming,CN,80.35,moderate rain,26.2486,117.6186,Sanming Huangting Lijing Hotel
702,Sungaipenuh,ID,70.68,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
704,Cockburn Town,TC,76.68,clear sky,21.4612,-71.1419,Osprey Beach Hotel
705,Haimen,CN,84.09,clear sky,23.1935,116.6142,Shantou Chaoyang Donghui Hotel
